session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
7d1748cb-c279-4549-b124-8d6820b496de,30354b83-5df6-4815-b6d9-8345ee85b33b,VideoClip2,ManualCamera,ManualUpload,ManualVideo,NA,NA,https://res.cloudinary.com/pitchingcoachu/video/upload/v1768973029/0_vewhaa.mov,0_vewhaa,2026-01-21 05:23:51
2331931b-0da7-49fe-83af-2c7f6c91774f,0166bdd9-84d4-4ba0-ad47-9133e854feef,VideoClip,iPhone,,iPhoneVideos,Plays/0166bdd9-84d4-4ba0-ad47-9133e854feef/iPhone/0063480e-0523-44c6-855f-97794835a924.mov,b9FGW2sFOOfITZ9XHE3Yyg==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1769982350/trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip/0166bdd9-84d.mov,trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip/0166bdd9-84d,2026-02-01T21:47:09Z
2331931b-0da7-49fe-83af-2c7f6c91774f,01a56138-8f60-4c65-9568-909999fa5ee2,VideoClip,iPhone,,iPhoneVideos,Plays/01a56138-8f60-4c65-9568-909999fa5ee2/iPhone/94579f63-84e9-4e75-9376-6459082b0c25.mov,EiSb4MBu19fMdrLmepyemw==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1769982354/trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip/01a56138-8f6.mov,trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip/01a56138-8f6,2026-02-01T21:47:09Z
2331931b-0da7-49fe-83af-2c7f6c91774f,08d2f280-1b6f-44eb-9b56-cb6e9e9f176d,VideoClip2,iPhone,,iPhoneVideos,Plays/08d2f280-1b6f-44eb-9b56-cb6e9e9f176d/iPhone/591555a2-2540-49f2-ad52-9aaac2904359.mov,bfjXkMjZycsh4RQten7kVw==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1769982359/trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip2/08d2f280-1b6.mov,trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip2/08d2f280-1b6,2026-02-01T21:47:09Z
2331931b-0da7-49fe-83af-2c7f6c91774f,08ff55c3-89d1-4121-8bd3-bee3ce73e2a8,VideoClip3,iPhone,,iPhoneVideos,Plays/08ff55c3-89d1-4121-8bd3-bee3ce73e2a8/iPhone/10012534-d418-473b-8f29-e2e006aa0b38.mov,0ZBMae/dn3opOdXB6sXyKg==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1769982360/trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip3/08ff55c3-89d.mov,trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip3/08ff55c3-89d,2026-02-01T21:47:10Z
2331931b-0da7-49fe-83af-2c7f6c91774f,09afb22d-0632-42bc-82b1-df576c629f9c,VideoClip2,iPhone,,iPhoneVideos,Plays/09afb22d-0632-42bc-82b1-df576c629f9c/iPhone/049a103c-3bd9-41b9-9b29-1132e7e6434c.mov,fdoUi2HsuroVqgq0a7skEw==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1769982361/trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip2/09afb22d-063.mov,trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip2/09afb22d-063,2026-02-01T21:47:10Z
2331931b-0da7-49fe-83af-2c7f6c91774f,0aa5834b-fc8d-4819-9681-41185ed19dd4,VideoClip3,iPhone,,iPhoneVideos,Plays/0aa5834b-fc8d-4819-9681-41185ed19dd4/iPhone/3b5287a0-9036-4275-9ddb-06aa9f530837.mov,ahC32c5wxwpArUNHNCl9Kw==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1769982363/trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip3/0aa5834b-fc8.mov,trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip3/0aa5834b-fc8,2026-02-01T21:47:10Z
2331931b-0da7-49fe-83af-2c7f6c91774f,0c08417e-b41a-474b-9263-191362f904ab,VideoClip,iPhone,,iPhoneVideos,Plays/0c08417e-b41a-474b-9263-191362f904ab/iPhone/3aa13efc-4234-4287-8874-f505a4e646e3.mov,/L7E1pRFCexcwFLpCE/8/A==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1769982364/trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip/0c08417e-b41.mov,trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip/0c08417e-b41,2026-02-01T21:47:10Z
2331931b-0da7-49fe-83af-2c7f6c91774f,0dce3c78-3a26-4a64-90a8-d484f2217885,VideoClip2,iPhone,,iPhoneVideos,Plays/0dce3c78-3a26-4a64-90a8-d484f2217885/iPhone/8dc271b1-763a-444a-93ba-df45a8610deb.mov,LdB6nWJD+FWeZBeGi/M/Tw==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1769982366/trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip2/0dce3c78-3a2.mov,trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip2/0dce3c78-3a2,2026-02-01T21:47:11Z
2331931b-0da7-49fe-83af-2c7f6c91774f,11ecc081-bda0-48d7-a4b2-092f22798443,VideoClip,iPhone,,iPhoneVideos,Plays/11ecc081-bda0-48d7-a4b2-092f22798443/iPhone/c2e29b8a-120b-4193-9a29-8ec7f77629c7.mov,iWACzj9BkfGKbIwKFubcyg==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1769982367/trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip/11ecc081-bda.mov,trackman/2331931b-0da7-49fe-83af-2c7f6c91774f/VideoClip/11ecc081-bda,2026-02-01T21:47:11Z
