GameUID,PitchNo,PitchUID,PlayID,Date,Time,UTCDate,UTCTime,LocalDateTime,UTCDateTime,PitcherTeam,BatterTeam,PitchCall,PlayResult,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ,1B_Name,1B_Id,2B_Name,2B_Id,3B_Name,3B_Id,SS_Name,SS_Id,LF_Name,LF_Id,CF_Name,CF_Id,RF_Name,RF_Id,FHC
94f9b3df-f1ff-47a1-b734-4368ac784bdc,11,6d4de100-2893-11f1-b116-bfab16f8f625,777c48e9-f093-40aa-81e3-fd9992849340,2026-03-25,16:41:47.31,2026-03-25,21:41:47.31,2026-03-25T16:41:47.3139200-05:00,2026-03-25T21:41:47.3139200Z,SOU_RED,SOU_RED,StrikeCalled,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,12,78725b60-2893-11f1-b116-bfab16f8f625,2eef248a-9f81-4b19-90e0-43fc5fa5ab4a,2026-03-25,16:42:06.12,2026-03-25,21:42:06.12,2026-03-25T16:42:06.1251584-05:00,2026-03-25T21:42:06.1251584Z,SOU_RED,SOU_RED,BallCalled,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,13,87237ef0-2893-11f1-b116-bfab16f8f625,f6f3b9b8-c130-4fd0-a2c3-0cc313a37463,2026-03-25,16:42:30.67,2026-03-25,21:42:30.67,2026-03-25T16:42:30.6778624-05:00,2026-03-25T21:42:30.6778624Z,SOU_RED,SOU_RED,BallCalled,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,14,930ccff0-2893-11f1-b116-bfab16f8f625,b518f1b5-d5c9-4a3d-a50a-fd3e5bd1995e,2026-03-25,16:42:50.74,2026-03-25,21:42:50.74,2026-03-25T16:42:50.7419648-05:00,2026-03-25T21:42:50.7419648Z,SOU_RED,SOU_RED,BallCalled,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,15,a2f932a0-2893-11f1-b116-bfab16f8f625,e4af13f5-1926-474b-9620-c875fdbc1ac8,2026-03-25,16:43:17.33,2026-03-25,21:43:17.33,2026-03-25T16:43:17.3336064-05:00,2026-03-25T21:43:17.3336064Z,SOU_RED,SOU_RED,InPlay,Out,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,16,542de200-2894-11f1-b116-bfab16f8f625,ac25fae7-3fa3-4663-baa9-9f1bbccf1d41,2026-03-25,16:48:14.65,2026-03-25,21:48:14.65,2026-03-25T16:48:14.6504192-05:00,2026-03-25T21:48:14.6504192Z,SOU_RED,SOU_RED,StrikeCalled,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,17,5cd6d510-2894-11f1-b116-bfab16f8f625,0c76b177-ac8b-4f9a-87d0-f6f1fd686871,2026-03-25,16:48:29.30,2026-03-25,21:48:29.30,2026-03-25T16:48:29.3075456-05:00,2026-03-25T21:48:29.3075456Z,SOU_RED,SOU_RED,StrikeSwinging,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,18,6c8f7d90-2894-11f1-b116-bfab16f8f625,da549d3d-e121-4378-9923-7af3de60b6c6,2026-03-25,16:48:55.55,2026-03-25,21:48:55.55,2026-03-25T16:48:55.5588608-05:00,2026-03-25T21:48:55.5588608Z,SOU_RED,SOU_RED,StrikeSwinging,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,19,7c1c5b20-2894-11f1-b116-bfab16f8f625,759286c3-ae03-44c2-b10d-8731e2a47530,2026-03-25,16:49:21.70,2026-03-25,21:49:21.70,2026-03-25T16:49:21.7033728-05:00,2026-03-25T21:49:21.7033728Z,SOU_RED,SOU_RED,StrikeCalled,Undefined,NoShift,,,,,,,,,,,363.40824,49.35544,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,20,85143180-2894-11f1-b116-bfab16f8f625,b871fc95-1d56-4f08-a5f8-64a3b45acb1e,2026-03-25,16:49:36.73,2026-03-25,21:49:36.73,2026-03-25T16:49:36.7311360-05:00,2026-03-25T21:49:36.7311360Z,SOU_RED,SOU_RED,StrikeSwinging,Undefined,NoShift,,,,,,,,,,,357.60818,48.7087,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,21,925941f0-2894-11f1-b116-bfab16f8f625,10f221a4-d20b-4428-9838-3c3b412a538c,2026-03-25,16:49:58.93,2026-03-25,21:49:58.93,2026-03-25T16:49:58.9337600-05:00,2026-03-25T21:49:58.9337600Z,SOU_RED,SOU_RED,StrikeCalled,Undefined,NoShift,,,,,,,,,,,360.6214,49.13238,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,22,9f73e700-2894-11f1-b116-bfab16f8f625,8249b266-eefa-4fde-a6a3-8245363ea1fc,2026-03-25,16:50:20.93,2026-03-25,21:50:20.93,2026-03-25T16:50:20.9396224-05:00,2026-03-25T21:50:20.9396224Z,SOU_RED,SOU_RED,BallCalled,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,23,aa11f350-2894-11f1-b116-bfab16f8f625,41b757f2-2739-4fbe-9636-cc7c9a73f85c,2026-03-25,16:50:38.76,2026-03-25,21:50:38.76,2026-03-25T16:50:38.7671040-05:00,2026-03-25T21:50:38.7671040Z,SOU_RED,SOU_RED,StrikeCalled,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,24,b4b0ea00-2894-11f1-b116-bfab16f8f625,4012f64b-fac3-4ec5-9829-0cb23974054d,2026-03-25,16:50:56.65,2026-03-25,21:50:56.65,2026-03-25T16:50:56.6505472-05:00,2026-03-25T21:50:56.6505472Z,SOU_RED,SOU_RED,InPlay,Single,NoShift,,,,,,,,,,,361.36106,49.12657,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,25,c51d5220-2894-11f1-b116-bfab16f8f625,9b8faf39-00c4-48bb-8f30-203e313a8c7c,2026-03-25,16:51:24.20,2026-03-25,21:51:24.20,2026-03-25T16:51:24.2009600-05:00,2026-03-25T21:51:24.2009600Z,SOU_RED,SOU_RED,InPlay,Out,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,26,d891a310-2894-11f1-b116-bfab16f8f625,fc75a13d-39ea-4cc7-9e64-5193dd6b7965,2026-03-25,16:51:56.77,2026-03-25,21:51:56.77,2026-03-25T16:51:56.7777280-05:00,2026-03-25T21:51:56.7777280Z,SOU_RED,SOU_RED,BallCalled,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,27,e2429040-2894-11f1-b116-bfab16f8f625,f165d467-4db4-4104-b1f7-51e2c20a2d4e,2026-03-25,16:52:13.03,2026-03-25,21:52:13.03,2026-03-25T16:52:13.0323456-05:00,2026-03-25T21:52:13.0323456Z,SOU_RED,SOU_RED,FoulBallNotFieldable,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,28,eeadbb70-2894-11f1-b116-bfab16f8f625,2c58c9f8-4c6a-49b2-980e-d05256383fe4,2026-03-25,16:52:33.92,2026-03-25,21:52:33.92,2026-03-25T16:52:33.9228160-05:00,2026-03-25T21:52:33.9228160Z,SOU_RED,SOU_RED,BallCalled,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,29,f7bb15a0-2894-11f1-b116-bfab16f8f625,1ef0dccf-fdfa-4af6-872f-bffb99f1c592,2026-03-25,16:52:49.09,2026-03-25,21:52:49.09,2026-03-25T16:52:49.0953216-05:00,2026-03-25T21:52:49.0953216Z,SOU_RED,SOU_RED,BallCalled,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,30,0318ef80-2895-11f1-b116-bfab16f8f625,04075d56-8406-4941-8217-f137e10e9e1f,2026-03-25,16:53:08.10,2026-03-25,21:53:08.10,2026-03-25T16:53:08.1082368-05:00,2026-03-25T21:53:08.1082368Z,SOU_RED,SOU_RED,BallCalled,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,31,d1608d80-2895-11f1-b116-bfab16f8f625,d58c5a19-8a33-4996-8b35-0998af19d69b,2026-03-25,16:58:54.20,2026-03-25,21:58:54.20,2026-03-25T16:58:54.2016512-05:00,2026-03-25T21:58:54.2016512Z,SOU_RED,SOU_RED,StrikeSwinging,Undefined,NoShift,,,,,,,,,,,360.89713,48.94292,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,32,dbb052c0-2895-11f1-b116-bfab16f8f625,920042a5-433a-4c82-972f-decf131f217f,2026-03-25,16:59:11.51,2026-03-25,21:59:11.51,2026-03-25T16:59:11.5164160-05:00,2026-03-25T21:59:11.5164160Z,SOU_RED,SOU_RED,BallCalled,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,33,e6e743b0-2895-11f1-b116-bfab16f8f625,5ad66f9f-d823-4886-b54f-f00bb3c68142,2026-03-25,16:59:30.29,2026-03-25,21:59:30.29,2026-03-25T16:59:30.2998016-05:00,2026-03-25T21:59:30.2998016Z,SOU_RED,SOU_RED,FoulBallNotFieldable,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,34,f3ab3d40-2895-11f1-b116-bfab16f8f625,08164e7f-bf2f-4769-af50-144702fb0f7a,2026-03-25,16:59:51.76,2026-03-25,21:59:51.76,2026-03-25T16:59:51.7644800-05:00,2026-03-25T21:59:51.7644800Z,SOU_RED,SOU_RED,StrikeSwinging,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,35,03c14800-2896-11f1-b116-bfab16f8f625,a4c36094-6a59-40d3-b2c2-234d2bf68634,2026-03-25,17:00:18.73,2026-03-25,22:00:18.73,2026-03-25T17:00:18.7304448-05:00,2026-03-25T22:00:18.7304448Z,SOU_RED,SOU_RED,BallCalled,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,36,0e637300-2896-11f1-b116-bfab16f8f625,7dd5753e-cff4-457d-81f7-2d62cb789ad0,2026-03-25,17:00:36.60,2026-03-25,22:00:36.60,2026-03-25T17:00:36.6010880-05:00,2026-03-25T22:00:36.6010880Z,SOU_RED,SOU_RED,StrikeCalled,Undefined,NoShift,,,,,,,,,,,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,37,1a070870-2896-11f1-b116-bfab16f8f625,0392771a-6321-459c-98d5-24db89128889,2026-03-25,17:00:56.17,2026-03-25,22:00:56.17,2026-03-25T17:00:56.1753600-05:00,2026-03-25T22:00:56.1753600Z,SOU_RED,SOU_RED,FoulBallNotFieldable,Undefined,NoShift,,,,,,,,,285.83317,-116.92154,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,38,28b14e30-2896-11f1-b116-bfab16f8f625,3bb69566-5fa7-4014-abfe-f6979a92e094,2026-03-25,17:01:20.75,2026-03-25,22:01:20.75,2026-03-25T17:01:20.7533568-05:00,2026-03-25T22:01:20.7533568Z,SOU_RED,SOU_RED,FoulBallNotFieldable,Undefined,NoShift,,,,,,,,,285.20595,-108.43427,,,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,39,36c3c0c0-2896-11f1-b116-bfab16f8f625,b5c95400-e5f1-411c-b221-c96e9ca4f13a,2026-03-25,17:01:44.31,2026-03-25,22:01:44.31,2026-03-25T17:01:44.3129344-05:00,2026-03-25T22:01:44.3129344Z,SOU_RED,SOU_RED,BallCalled,Undefined,NoShift,,,,,,,,,,,373.57251,13.39289,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,40,4463c270-2896-11f1-b116-bfab16f8f625,d009e902-8e16-4a57-b35e-4ac6ba7a1214,2026-03-25,17:02:07.15,2026-03-25,22:02:07.15,2026-03-25T17:02:07.1597056-05:00,2026-03-25T22:02:07.1597056Z,SOU_RED,SOU_RED,BallCalled,Undefined,NoShift,,,,,,,,,,,359.17298,49.10613,,,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,41,53ead3a0-2896-11f1-b116-bfab16f8f625,8b87aad9-ec3c-413f-b3b7-64a07cbe1970,2026-03-25,17:02:33.21,2026-03-25,22:02:33.21,2026-03-25T17:02:33.2112384-05:00,2026-03-25T22:02:33.2112384Z,SOU_RED,SOU_RED,StrikeSwinging,Undefined,NoShift,,,,,,,,,,,,,272.97693,159.48556,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
94f9b3df-f1ff-47a1-b734-4368ac784bdc,42,66ec8ca0-2896-11f1-b116-bfab16f8f625,0e035cc8-d04a-4ce0-ad95-7c8b9a299bb8,2026-03-25,17:03:05.06,2026-03-25,22:03:05.06,2026-03-25T17:03:05.0606592-05:00,2026-03-25T22:03:05.0606592Z,SOU_RED,SOU_RED,BallCalled,Undefined,NoShift,,,,,,,,,,,352.72457,48.3781,246.21247,154.83876,"Mertens, Nathan",1000118443,"Grace, Ranard",1000076258,"Menth, Alexander",10180011,"Carroll, Andrew",1000138542,"Johnston, Gavin",1000214547,"Sauer, John-Paul",815663,"Keldsen, Joseph",10302057,true
