PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
1,2026-03-25,16:10:16.49,1,1,"Kuhn, Jason",10124086,Right,SET_PIR,"Werdesheim, Grant",1000381899,Right,PRI_TIG,Undefined,1,Top,0,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.67105,-3.238235,-0.564031,2234.422247,201.123151,12:45,6.28827,0.04317,5.80766,-12.50316,24.22277,8.87245,2.23162,0.25801,79.74961,-5.672031,1.025771,0.436172,64.12438,56.528919,98.755677,5189.035869,,,,,11.75254,,,-4.71807,13.72174,-0.00237,50,6.01532,0.88299,-127.10591,-7.49136,-7.6721,27.51631,-9.86095,SET_PIR,PRI_TIG,OwenTCarrollField,D1,BEAST,20260325-OwenTCarrollField-1,a43b8990-2886-11f1-85bc-3dcb554fd74b,86.41648,20.41799,,7.92144,,,,1.49152,2.1905,-0.29797,16f01308-3c76-4701-abda-38ae85ad7f55,2026-03-25,20:10:16.49,2026-03-25T16:10:16.4920000-04:00,2026-03-25T20:10:16.4920000Z,,v3,471438,princeton,3a9c434637074fea9c702f97b3fdf514,"Duffy, Vincent",1000175652,Right,SET_PIR,6077790e-d5f7-446c-8dac-abc0411b9b8a,54.69003,-128.1172,13.75815,6.28398,-7.12894,-4.93047,-0.04,1.16495,-3.83605,322.088063,1.4931,-7.98095,-6.38319,,,,,,,2.19074,78.4394,-18.10251,,,,,,,-0.29618,51.169,-9.74379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2026-03-25,16:10:40.03,1,2,"Kuhn, Jason",10124086,Right,SET_PIR,"Werdesheim, Grant",1000381899,Right,PRI_TIG,Undefined,1,Top,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.07889,-3.995402,-0.834379,2226.086163,195.329138,12:30,6.30563,-0.15028,5.92206,-15.7732,21.8969,5.60063,1.27727,-0.45787,78.23641,-7.043375,0.171601,0.441743,,,,,,,,,,,,-3.15307,12.99363,0.21385,50,5.97675,1.60135,-125.94953,-9.19644,-4.9594,30.54596,-11.73656,SET_PIR,PRI_TIG,OwenTCarrollField,D1,BEAST,20260325-OwenTCarrollField-1,b261ab30-2886-11f1-85bc-3dcb554fd74b,85.32662,,,8.84249,,,,,,,16f01308-3c76-4701-abda-38ae85ad7f55,2026-03-25,20:10:40.03,2026-03-25T16:10:40.0350000-04:00,2026-03-25T20:10:40.0350000Z,,v3,471438,princeton,3a9c434637074fea9c702f97b3fdf514,"Duffy, Vincent",1000175652,Right,SET_PIR,98882b65-1d95-4b5f-b4a4-5d670c345cee,54.57274,-127.0537,15.27298,6.30151,-8.7722,-5.86828,0.15273,1.78062,-2.4797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2026-03-25,16:10:57.08,1,3,"Kuhn, Jason",10124086,Right,SET_PIR,"Werdesheim, Grant",1000381899,Right,PRI_TIG,Undefined,1,Top,0,1,1,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.25324,0.641438,-0.848014,2308.582757,190.29949,12:15,6.26431,0.105,5.77624,-31.9458,11.25323,1.75744,4.1991,-0.53767,73.10805,-5.344447,-0.533257,0.473052,,,,,,,,,,,,-1.16287,5.99674,-0.03602,50,6.29844,1.67139,-117.76315,0.32815,-1.60511,25.9263,-23.8967,SET_PIR,PRI_TIG,OwenTCarrollField,D1,BEAST,20260325-OwenTCarrollField-1,bc8641c0-2886-11f1-85bc-3dcb554fd74b,79.67934,,,8.14519,,,,,,,16f01308-3c76-4701-abda-38ae85ad7f55,2026-03-25,20:10:57.08,2026-03-25T16:10:57.0860000-04:00,2026-03-25T20:10:57.0860000Z,,v3,471438,princeton,3a9c434637074fea9c702f97b3fdf514,"Duffy, Vincent",1000175652,Right,SET_PIR,a05dfab2-3b48-4abb-a718-4f64779f6c1d,54.7163,-118.79693,12.96315,6.26636,1.28101,-11.94835,-0.10394,1.73539,-0.80256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2026-03-25,16:11:13.86,1,4,"Kuhn, Jason",10124086,Right,SET_PIR,"Werdesheim, Grant",1000381899,Right,PRI_TIG,Undefined,1,Top,0,2,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.7755,-3.407886,-0.934359,2256.57291,198.737056,12:30,6.30459,0.00369,5.94421,-15.48855,22.19182,7.05071,1.84871,-0.2755,78.26348,-6.403461,0.332457,0.441803,63.39401,35.261242,143.768444,3676.095289,,,,,46.14191,,,-3.92693,12.90465,0.06671,50,6.02443,1.76017,-125.66199,-7.87276,-6.17732,29.31583,-11.87412,SET_PIR,PRI_TIG,OwenTCarrollField,D1,BEAST,20260325-OwenTCarrollField-1,c685c420-2886-11f1-85bc-3dcb554fd74b,85.31498,27.16112,,8.51202,,,,1.68749,1.80696,0.37898,16f01308-3c76-4701-abda-38ae85ad7f55,2026-03-25,20:11:13.86,2026-03-25T16:11:13.8690000-04:00,2026-03-25T20:11:13.8690000Z,,v3,471438,princeton,3a9c434637074fea9c702f97b3fdf514,"Duffy, Vincent",1000175652,Right,SET_PIR,7b605890-f670-41d0-bb1a-2ff9e4f0ada2,54.55157,-126.71938,14.65792,6.30066,-7.44447,-5.93706,-0.0008,1.98298,-3.08866,,1.68748,-61.23869,1.99493,0.74977,-0.85708,1.98855,-3.551,3.34735,-1.24523,1.80696,53.67661,-25.03804,2.76716,-0.72423,0.7194,-1.17112,1.08169,-0.39439,0.37898,44.87219,-10.94661,2.8099,-1.44527,3.00028,-5.37555,5.0457,-1.86361,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2026-03-25,16:11:36.90,1,5,"Kuhn, Jason",10124086,Right,SET_PIR,"Werdesheim, Grant",1000381899,Right,PRI_TIG,Undefined,1,Top,0,2,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.98529,2.74763,0.16067,2406.792738,28.457782,7:00,6.21005,0.14303,5.46705,-61.81436,-9.89016,-6.23244,3.63231,-0.22597,67.95894,-8.497664,-0.950273,0.518628,,,,,,,,,,,,3.17295,-5.22331,-0.15281,50,6.4096,-0.06834,-107.39098,3.13511,3.69976,18.8642,-38.26453,SET_PIR,PRI_TIG,OwenTCarrollField,D1,BEAST,20260325-OwenTCarrollField-1,d43221e0-2886-11f1-85bc-3dcb554fd74b,72.67717,,,6.02635,,,,,,,16f01308-3c76-4701-abda-38ae85ad7f55,2026-03-25,20:11:36.90,2026-03-25T16:11:36.9090000-04:00,2026-03-25T20:11:36.9090000Z,,v3,471438,princeton,3a9c434637074fea9c702f97b3fdf514,"Duffy, Vincent",1000175652,Right,SET_PIR,1a8a008c-cb56-4e9d-a560-d73a031ef3bb,55.0342,-108.27168,9.4321,6.22154,4.92153,-19.13227,-0.14559,-0.24107,1.84988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2026-03-25,16:11:53.09,1,6,"Kuhn, Jason",10124086,Right,SET_PIR,"Werdesheim, Grant",1000381899,Right,PRI_TIG,Undefined,1,Top,0,3,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.63422,-1.40036,-1.059296,2270.008807,196.297687,12:30,6.2811,-0.12035,6.06236,-13.70524,23.09041,6.34685,3.84249,-0.57193,78.60847,-4.102732,0.0832,0.436586,85.0159,56.466649,49.85352,4072.746414,53.94123,128.59144,95.8662,234.06195,93.34236,66.408528,5.783497,-3.6313,12.76741,0.19913,50,6.16529,2.08927,-127.07074,-3.41492,-5.8194,30.86198,-11.71343,SET_PIR,PRI_TIG,OwenTCarrollField,D1,BEAST,20260325-OwenTCarrollField-1,ddc63840-2886-11f1-85bc-3dcb554fd74b,86.33453,133.02677,,9.02576,,,,1.28861,3.98235,0.68239,16f01308-3c76-4701-abda-38ae85ad7f55,2026-03-25,20:11:53.09,2026-03-25T16:11:53.0970000-04:00,2026-03-25T20:11:53.0970000Z,FlyBall,v3,471438,princeton,3a9c434637074fea9c702f97b3fdf514,"Duffy, Vincent",1000175652,Right,SET_PIR,88f16be1-f729-431b-999c-88f9f6b19da5,54.43304,-128.14288,15.43099,6.27686,-3.008,-5.85672,0.12304,2.29143,-2.9097,,1.30108,44.11353,-14.41393,2.1073,0.93981,-0.63324,0.15776,-0.01844,0.00083,3.96435,104.23386,-26.89099,4.1645,-1.29425,0.30234,-0.03884,0.00206,-1E-05,0.67696,52.73985,-6.17389,1.43175,-0.39881,0.10504,-0.01877,0.00187,-8E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2026-03-25,16:12:23.13,1,7,"Kuhn, Jason",10124086,Right,SET_PIR,"Werdesheim, Grant",1000381899,Right,PRI_TIG,Undefined,1,Top,0,3,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,87.13392,-2.427888,-1.4887,2234.116895,191.863475,12:30,6.27344,-0.10145,6.07492,-12.56135,24.93096,4.9224,2.97809,-1.06902,77.71751,-4.938057,-0.602704,0.4407,79.27579,52.069934,30.458235,,83.88368,107.53347,71.15838,216.59216,97.36331,45.017198,5.343298,-3.06697,14.13119,0.21402,50,6.07902,3.07682,-126.16609,-5.59785,-4.81346,31.95955,-9.99575,SET_PIR,PRI_TIG,OwenTCarrollField,D1,BEAST,20260325-OwenTCarrollField-1,efb0b4e0-2886-11f1-85bc-3dcb554fd74b,85.52865,109.35472,,9.4164,,,,1.6546,2.91255,0.99748,16f01308-3c76-4701-abda-38ae85ad7f55,2026-03-25,20:12:23.13,2026-03-25T16:12:23.1300000-04:00,2026-03-25T20:12:23.1300000Z,FlyBall,v3,471438,princeton,3a9c434637074fea9c702f97b3fdf514,"Duffy, Vincent",1000175652,Right,SET_PIR,c304b9aa-7bfd-42a0-9201-0d3b18835af2,54.41939,-127.28066,15.97978,6.26817,-5.24926,-4.99788,0.10379,3.24469,-2.40673,204.428453,1.66092,61.45149,-17.86237,4.09825,-0.03196,-0.34579,0.11196,-0.01499,0.00075,2.90072,91.92725,-24.08372,3.01032,-0.94126,0.25274,-0.03798,0.00253,-5E-05,0.99476,36.28527,-1.8573,0.07245,-0.10608,0.07762,-0.02188,0.0028,-0.00013,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2026-03-25,16:12:56.96,2,1,"Kuhn, Jason",10124086,Right,SET_PIR,"Crerar, Bennett",1000142863,Right,PRI_TIG,Undefined,1,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.09601,-0.78886,-0.323389,2217.655627,199.409721,12:45,6.30314,-0.13366,5.95943,-13.24839,24.44549,8.0828,4.46754,0.24003,77.4477,-3.431622,1.128886,0.441883,,,,,,,,,,,,-4.19914,13.1502,0.15514,50,6.23302,0.36053,-126.14616,-1.99535,-6.58237,32.15844,-11.56049,SET_PIR,PRI_TIG,OwenTCarrollField,D1,BEAST,20260325-OwenTCarrollField-1,03d80220-2887-11f1-85bc-3dcb554fd74b,85.29966,,,9.64831,,,,,,,16f01308-3c76-4701-abda-38ae85ad7f55,2026-03-25,20:12:56.96,2026-03-25T16:12:56.9640000-04:00,2026-03-25T20:12:56.9640000Z,,v3,471438,princeton,3a9c434637074fea9c702f97b3fdf514,"Duffy, Vincent",1000175652,Right,SET_PIR,5a510332-6720-4777-96ef-bf55261b9336,54.5313,-127.29608,16.07922,6.29698,-1.58197,-5.78024,0.13804,0.59591,-3.29118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2026-03-25,16:13:11.57,2,2,"Kuhn, Jason",10124086,Right,SET_PIR,"Crerar, Bennett",1000142863,Right,PRI_TIG,Undefined,1,Top,1,1,0,Fastball,Four-Seam,InPlay,Undefined,Popup,Out,1,0,,87.01155,-1.583036,0.304214,2270.77324,210.519628,1:00,6.28355,0.09574,5.94732,-15.28249,22.26446,12.28615,3.54135,1.40174,78.02918,-4.564004,2.511116,0.44102,46.58361,67.342198,-30.315688,,,,,67.16591,65.62538,-42.277333,3.872302,-6.20201,12.36705,-0.12685,50,6.14925,-1.17923,-126.13433,-3.85909,-9.7767,30.803,-12.67894,SET_PIR,PRI_TIG,OwenTCarrollField,D1,BEAST,20260325-OwenTCarrollField-1,0c942f10-2887-11f1-85bc-3dcb554fd74b,85.46643,60.06255,,8.98237,,,,0.06739,4.55106,-1.47645,16f01308-3c76-4701-abda-38ae85ad7f55,2026-03-25,20:13:11.57,2026-03-25T16:13:11.5780000-04:00,2026-03-25T20:13:11.5780000Z,Popup,v3,471438,princeton,3a9c434637074fea9c702f97b3fdf514,"Duffy, Vincent",1000175652,Right,SET_PIR,3d28a942-e266-45af-849d-71d2f143c3e2,54.54791,-127.24012,15.4015,6.27961,-3.40394,-6.33947,-0.09082,-0.82825,-4.88835,167.421828,0.06685,22.73179,-7.34743,2.3872,-0.34507,-0.13271,0.09768,-0.02257,0.00181,4.54788,63.14506,-20.60366,2.72979,-1.49944,0.71878,-0.19283,0.02425,-0.00106,-1.47745,-13.25557,0.46792,0.38815,-0.41899,0.22222,-0.06345,0.00904,-0.0005,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2026-03-25,16:13:49.33,3,1,"Kuhn, Jason",10124086,Right,SET_PIR,"Cernius, Tomas",10114359,Left,PRI_TIG,Undefined,1,Top,2,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.60092,-2.041471,0.028702,2215.38845,206.193325,12:45,6.21366,-0.07781,6.03838,-12.84032,24.70427,11.35414,3.25261,0.89494,77.27101,-4.625384,2.071731,0.441007,,,,,,,,,,,,-5.83941,13.96375,0.06947,50,6.04788,-0.53783,-126.76529,-4.76822,-9.13362,35.25553,-10.33281,SET_PIR,PRI_TIG,OwenTCarrollField,D1,BEAST,20260325-OwenTCarrollField-1,23168350-2887-11f1-85bc-3dcb554fd74b,85.46908,,,10.32991,,,,,,,16f01308-3c76-4701-abda-38ae85ad7f55,2026-03-25,20:13:49.33,2026-03-25T16:13:49.3350000-04:00,2026-03-25T20:13:49.3350000Z,,v3,471438,princeton,3a9c434637074fea9c702f97b3fdf514,"Duffy, Vincent",1000175652,Right,SET_PIR,885a4d8f-c282-4fd5-b53c-17960012c478,54.45476,-127.99823,17.62777,6.20831,-4.40687,-5.16641,0.08269,-0.21841,-4.56681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
