PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
1,2026-03-24,18:36:30.42,1,1,"Kimble, Caleb",10087651,Right,HOU_COU,"Mendoza, Ethan",806453,Right,TEX_LON,Undefined,1,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,93.19289,-2.072821,-2.617885,2079.407141,226.836351,1:30,5.86897,2.43499,7.03082,-15.6678,15.12206,15.09257,2.67708,1.31233,85.30805,-5.104066,0.147777,0.39937,,,,,,,,,,,,-8.74449,8.94237,-2.27965,50,5.73722,5.62055,-135.45717,-5.27803,-16.25675,29.42524,-15.54945,HOU_COU,TEX_LON,UofHouston,D1,BIG12,20260324-UofHouston-1,49315680-27da-11f1-9386-e3fcdfb7c4b4,94.37981,,,7.88484,,,,,,,4bc59c8e-27e2-46d5-acc4-0a95cda44d00,2026-03-24,23:36:30.42,2026-03-24T18:36:30.4283648-05:00,2026-03-24T23:36:30.4283648Z,,v3,3030,471466,5ec30a60acab403084e8511ea7c451db,"Jackson, Riley",803578,Right,HOU_COU,1c54171e-b299-474e-81a7-37de21c1a171,53.47035,-136.20894,14.71262,5.86699,-4.88077,-7.77472,-2.42855,6.03589,-8.12837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2026-03-24,18:36:49.27,1,2,"Kimble, Caleb",10087651,Right,HOU_COU,"Mendoza, Ethan",806453,Right,TEX_LON,Undefined,1,Top,0,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,94.24024,-2.685817,-2.820815,2266.135984,230.09246,1:45,5.81409,2.35086,6.92713,-15.17107,15.15646,16.95151,2.09977,1.19319,86.10562,-5.618772,0.279118,0.39636,,,,,,,,,,,,-9.83642,9.13485,-2.1794,50,5.64015,6.0969,-136.87629,-6.80127,-18.62377,30.77633,-14.87862,HOU_COU,TEX_LON,UofHouston,D1,BIG12,20260324-UofHouston-1,54682060-27da-11f1-9386-e3fcdfb7c4b4,95.09644,,,8.13461,,,,,,,4bc59c8e-27e2-46d5-acc4-0a95cda44d00,2026-03-24,23:36:49.27,2026-03-24T18:36:49.2786688-05:00,2026-03-24T23:36:49.2786688Z,,v3,3030,471466,5ec30a60acab403084e8511ea7c451db,"Jackson, Riley",803578,Right,HOU_COU,e19c8fb9-2b7a-4979-bd2a-40e89fb98f88,53.57508,-137.67779,15.38817,5.81222,-6.41379,-7.43931,-2.3445,6.58192,-9.31188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2026-03-24,18:37:10.24,1,3,"Kimble, Caleb",10087651,Right,HOU_COU,"Mendoza, Ethan",806453,Right,TEX_LON,Undefined,1,Top,0,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.21272,-3.438357,-5.050973,2275.388111,222.394397,1:30,5.82586,2.32477,6.81532,-13.85587,17.56221,15.06135,1.51801,-1.04062,84.84319,-6.136844,-2.315252,0.403424,,,,,,,,,,,,-9.37875,10.59442,-2.00275,50,5.59729,11.31996,-134.84293,-8.44517,-17.20548,30.31114,-12.73837,HOU_COU,TEX_LON,UofHouston,D1,BIG12,20260324-UofHouston-1,60f1d010-27da-11f1-9386-e3fcdfb7c4b4,93.43141,,,8.36953,,,,,,,4bc59c8e-27e2-46d5-acc4-0a95cda44d00,2026-03-24,23:37:10.24,2026-03-24T18:37:10.2417408-05:00,2026-03-24T23:37:10.2417408Z,,v3,3030,471466,5ec30a60acab403084e8511ea7c451db,"Jackson, Riley",803578,Right,HOU_COU,f7877ce7-95db-4727-a10d-63f183aa05d1,53.68496,-135.66874,15.15557,5.82264,-8.09812,-6.36918,-2.31754,11.78871,-8.60274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2026-03-24,18:37:29.20,1,4,"Kimble, Caleb",10087651,Right,HOU_COU,"Mendoza, Ethan",806453,Right,TEX_LON,Undefined,1,Top,0,3,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.37533,-3.108767,-4.122926,2236.341739,229.304699,1:45,5.81003,2.42535,6.9,-16.72363,14.34233,15.48517,1.5744,-0.04639,85.21564,-6.326021,-1.298453,0.401156,,,,,,,,,,,,-9.40079,8.82674,-2.16976,50,5.60721,9.16173,-135.35044,-7.79391,-17.39001,30.3182,-15.84594,HOU_COU,TEX_LON,UofHouston,D1,BIG12,20260324-UofHouston-1,6c3a7440-27da-11f1-9386-e3fcdfb7c4b4,93.95949,,,8.15969,,,,,,,4bc59c8e-27e2-46d5-acc4-0a95cda44d00,2026-03-24,23:37:29.20,2026-03-24T18:37:29.2037632-05:00,2026-03-24T23:37:29.2037632Z,,v3,3030,471466,5ec30a60acab403084e8511ea7c451db,"Jackson, Riley",803578,Right,HOU_COU,e2cb037b-b2fe-4d90-aefa-67a785f8680d,53.60145,-136.15476,15.1591,5.8084,-7.37353,-7.92297,-2.41893,9.62307,-8.69501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2026-03-24,18:37:47.83,1,5,"Kimble, Caleb",10087651,Right,HOU_COU,"Mendoza, Ethan",806453,Right,TEX_LON,Undefined,1,Top,0,3,1,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,92.89889,-2.343483,-2.511436,2235.220432,224.904287,1:30,5.8413,2.31196,6.901,-15.75615,15.47796,14.41954,2.39034,1.22443,84.83589,-5.388528,0.124696,0.402241,,,,,,,,,,,,-8.36394,9.20268,-2.15788,50,5.68745,5.36669,-134.96106,-5.9117,-15.3898,30.02442,-15.24093,HOU_COU,TEX_LON,UofHouston,D1,BIG12,20260324-UofHouston-1,77568a30-27da-11f1-9386-e3fcdfb7c4b4,93.70619,,,8.06301,,,,,,,4bc59c8e-27e2-46d5-acc4-0a95cda44d00,2026-03-24,23:37:47.83,2026-03-24T18:37:47.8395392-05:00,2026-03-24T23:37:47.8395392Z,,v3,3030,471466,5ec30a60acab403084e8511ea7c451db,"Jackson, Riley",803578,Right,HOU_COU,aeac838f-2e5a-4350-94f0-58a55d6db2eb,53.60014,-135.75962,15.01221,5.83929,-5.50634,-7.62047,-2.30606,5.776,-7.6949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2026-03-24,18:38:28.58,2,1,"Kimble, Caleb",10087651,Right,HOU_COU,"Pack Jr., Anthony",1000258854,Left,TEX_LON,Undefined,1,Top,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.21221,-3.203769,-4.678832,2301.417208,226.045573,1:30,5.75795,2.54205,6.99136,-14.44143,16.50891,16.10694,1.62842,-0.3798,85.41355,-6.004148,-1.740044,0.400409,,,,,,,,,,,,-9.88788,9.9906,-2.2588,50,5.55503,10.46114,-135.09601,-7.92143,-18.32035,28.7282,-13.66341,HOU_COU,TEX_LON,UofHouston,D1,BIG12,20260324-UofHouston-1,8f9c8770-27da-11f1-9386-e3fcdfb7c4b4,94.13479,,,7.79866,,,,,,,4bc59c8e-27e2-46d5-acc4-0a95cda44d00,2026-03-24,23:38:28.58,2026-03-24T18:38:28.5803008-05:00,2026-03-24T23:38:28.5803008Z,,v3,3030,471466,5ec30a60acab403084e8511ea7c451db,"Jackson, Riley",803578,Right,HOU_COU,32060a03-1d98-4d7d-9509-6cd32bedf55a,53.51144,-135.84066,14.3641,5.75577,-7.56726,-6.8317,-2.53612,10.93602,-9.16017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2026-03-24,18:38:52.81,2,2,"Kimble, Caleb",10087651,Right,HOU_COU,"Pack Jr., Anthony",1000258854,Left,TEX_LON,Undefined,1,Top,0,0,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.77504,-2.849547,-3.061038,2323.408711,227.907577,1:30,5.72536,2.51366,6.80746,-15.85544,15.62871,16.16312,1.79788,1.0646,84.71885,-5.906376,-0.113021,0.403847,68.06962,43.810398,-130.359615,3236.95635,,,,,53.04034,,,-9.48008,9.42264,-2.32118,50,5.53462,6.58822,-134.66925,-7.11146,-17.36135,30.00269,-14.91792,HOU_COU,TEX_LON,UofHouston,D1,BIG12,20260324-UofHouston-1,9e48a1f0-27da-11f1-9386-e3fcdfb7c4b4,93.33335,40.182,,8.05619,,,,1.50694,1.73384,-1.0001,4bc59c8e-27e2-46d5-acc4-0a95cda44d00,2026-03-24,23:38:52.81,2026-03-24T18:38:52.8182272-05:00,2026-03-24T23:38:52.8182272Z,,v3,3030,471466,5ec30a60acab403084e8511ea7c451db,"Jackson, Riley",803578,Right,HOU_COU,2153debd-c9ee-4cfb-839c-a83525ca5f4b,53.6949,-135.48993,15.00135,5.72356,-6.7034,-7.45896,-2.50789,7.06311,-8.68067,26.976598,1.50694,-46.65485,-1.41144,1.06196,-0.29433,0.0743,-0.01633,0.00391,-0.00053,1.73384,69.11338,-26.40804,2.97604,-0.62273,0.11307,-0.02196,0.00416,-0.00041,-1.0001,-54.89762,4.65604,-0.54314,0.06674,-0.0004,0.0003,0.00025,-2E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2026-03-24,18:39:37.24,2,3,"Kimble, Caleb",10087651,Right,HOU_COU,"Pack Jr., Anthony",1000258854,Left,TEX_LON,Undefined,1,Top,0,0,2,ChangeUp,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,84.25158,-1.771944,-3.24131,2119.96225,252.463173,2:30,5.61298,2.58243,6.98933,-30.82521,6.74205,17.80855,1.42977,1.11579,77.83326,-7.574168,0.021552,0.44114,84.43768,28.764998,-2.302298,3214.213352,109.32643,51.42711,-12.15424,310.36386,290.27902,-13.176363,4.582209,-10.43945,4.39492,-2.38854,50,5.49344,6.35699,-122.50709,-4.60505,-15.9465,23.03775,-25.46071,HOU_COU,TEX_LON,UofHouston,D1,BIG12,20260324-UofHouston-1,b8ba58d0-27da-11f1-9386-e3fcdfb7c4b4,85.44331,64.03786,,6.41832,,,,2.17019,1.56954,-1.11072,4bc59c8e-27e2-46d5-acc4-0a95cda44d00,2026-03-24,23:39:37.24,2026-03-24T18:39:37.2476928-05:00,2026-03-24T23:39:37.2476928Z,FlyBall,v3,3030,471466,5ec30a60acab403084e8511ea7c451db,"Jackson, Riley",803578,Right,HOU_COU,0b6bb7ec-6150-4190-9ca3-489397e3af16,53.51484,-123.16629,11.51888,5.61478,-3.87652,-12.73036,-2.57697,6.81328,-7.97325,149.768266,2.17007,108.47868,-18.77474,3.98529,-0.81788,0.16609,-0.03103,0.00404,-0.00023,1.57085,59.55687,-15.28366,0.45215,0.14217,-0.10641,0.03416,-0.00514,0.00029,-1.11097,-4.35168,-5.64883,1.51299,-0.32415,0.05147,-0.00582,0.00049,-2E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2026-03-24,18:41:00.86,3,1,"Kimble, Caleb",10087651,Right,HOU_COU,"Robbins, Aiden",828657,Right,TEX_LON,Undefined,1,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.87852,-1.107128,-5.053073,2363.571839,221.608711,1:30,5.82796,2.3525,6.98784,-14.55883,16.38643,13.7504,3.60385,-1.10881,85.45643,-3.92509,-2.548216,0.400376,,,,,,,,,,,,-8.56815,9.29162,-2.04473,50,5.75403,11.3972,-134.76009,-2.94847,-15.90708,26.65771,-14.92386,HOU_COU,TEX_LON,UofHouston,D1,BIG12,20260324-UofHouston-1,ea6a12d0-27da-11f1-9386-e3fcdfb7c4b4,94.14254,,,7.42209,,,,,,,4bc59c8e-27e2-46d5-acc4-0a95cda44d00,2026-03-24,23:41:00.86,2026-03-24T18:41:00.8692736-05:00,2026-03-24T23:41:00.8692736Z,,v3,3030,471466,5ec30a60acab403084e8511ea7c451db,"Jackson, Riley",803578,Right,HOU_COU,ade247a7-c518-47f3-9a52-0c49b4cb525f,53.51414,-135.45346,13.32886,5.82567,-2.5603,-7.46193,-2.34656,11.81095,-7.95354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2026-03-24,18:41:22.04,3,2,"Kimble, Caleb",10087651,Right,HOU_COU,"Robbins, Aiden",828657,Right,TEX_LON,Undefined,1,Top,1,1,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,92.97818,-2.031624,-3.100654,2255.741492,222.025511,1:30,5.80824,2.38918,6.93134,-14.62028,16.0717,13.71953,2.73685,0.70695,86.10223,-4.844412,-0.593432,0.398735,92.45296,22.753511,5.375567,2713.933127,109.14829,42.06124,13.6609,318.71935,311.19038,11.334405,3.959629,-8.11878,9.35213,-2.19985,50,5.67563,6.83245,-135.24559,-5.16453,-15.24088,25.75964,-14.6179,HOU_COU,TEX_LON,UofHouston,D1,BIG12,20260324-UofHouston-1,f7013000-27da-11f1-9386-e3fcdfb7c4b4,94.53015,52.20069,,6.87596,,,,0.79484,2.71661,-0.71657,4bc59c8e-27e2-46d5-acc4-0a95cda44d00,2026-03-24,23:41:22.04,2026-03-24T18:41:22.0497920-05:00,2026-03-24T23:41:22.0497920Z,LineDrive,v3,3030,471466,5ec30a60acab403084e8511ea7c451db,"Jackson, Riley",803578,Right,HOU_COU,0ed2ec10-16e5-4319-a657-49d8bc7aa264,53.57291,-135.9244,12.87982,5.80665,-4.77932,-7.30895,-2.38518,7.23408,-7.62044,202.652924,0.79446,124.50861,-24.11647,6.00889,-1.30983,0.26704,-0.0471,0.00557,-0.00029,2.71709,52.42625,-13.52663,-0.72721,0.47537,-0.14101,0.02474,-0.00189,1E-05,-0.71652,11.71169,2.99229,-1.10249,0.31546,-0.07129,0.01194,-0.00127,6E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
